PO_ID,VENDOR_ID,VENDOR_NAME,PO_DATE,PO_STATUS,PO_AMOUNT,CURRENCY,INVOICE_COUNT,TOTAL_INVOICED,VARIANCE_AMOUNT,PCT_VARIANCE,INVOICE_IDS,RECEIPT_STATUS,MATCH_STATUS,EXCEPTION_TYPE
PO100164,V0048,"Williams, Hodges And Lee",2025-09-09,Closed,6376.34,USD,2,6477.47,101.13,1.59,"INV200204, INV200205",Received,Matched,Within tolerance
PO100179,V0042,"Woodard, Harrell and Bell",2024-12-13,Open,10587.54,USD,1,10419.38,-168.16,-1.59,INV200225,Received,Matched,Within tolerance
PO100191,V0017,Frost-Yu,2026-02-03,Cancelled,6072.30,USD,1,5975.62,-96.68,-1.59,INV200242,Received,Matched,Within tolerance
PO100217,V0017,Frost-Yu,2025-09-16,Open,9122.99,USD,2,9267.93,144.94,1.59,"INV200279, INV200280",Received,Matched,Within tolerance
PO100437,V0042,"Woodard, Harrell and Bell",2024-09-30,Closed,44002.89,USD,1,43302.81,-700.08,-1.59,INV200580,Received,Matched,Within tolerance
PO100051,V0014,Combs-Sanchez,2026-04-07,Partially Received,5820.54,USD,1,5729.28,-91.26,-1.57,INV200057,Received,Matched,Within tolerance
PO100046,V0017,Frost-Yu,2025-05-15,Partially Received,10231.80,USD,1,10391.67,159.87,1.56,INV200054,Received,Matched,Within tolerance
PO100194,V0032,Klein and Sons,2025-06-24,Closed,4410.92,USD,1,4479.83,68.91,1.56,INV200248,Received,Matched,Within tolerance
PO100120,V0033,Williams-Kline,2026-03-10,Open,228.27,USD,1,231.80,3.53,1.55,INV200146,NO GOODS RECEIPT,Matched,Within tolerance
PO100280,V0025,Medina LLC,2026-01-25,Closed,3517.29,GBP,2,3571.64,54.35,1.55,"INV200364, INV200365",Received,Matched,Within tolerance
PO100233,V0020,Wood Inc,2025-04-03,Partially Received,6272.26,USD,1,6175.49,-96.77,-1.54,INV200305,Received,Matched,Within tolerance
PO100449,V0031,Phillips-Henry,2025-02-04,Closed,27717.30,USD,1,28145.48,428.18,1.54,INV200597,Received,Matched,Within tolerance
PO100236,V0018,"Brennan, Lewis and Reilly",2025-05-03,Cancelled,1280.49,USD,2,1300.08,19.59,1.53,"INV200306, INV200307",Received,Matched,Within tolerance
PO100158,V0020,Wood Inc,2025-11-29,Open,10275.88,USD,3,10119.73,-156.15,-1.52,"INV200194, INV200195, INV200196",Received,Matched,Within tolerance
PO100312,V0009,Arias LLC,2025-12-22,Closed,13015.53,USD,1,13210.67,195.14,1.50,INV200399,Received,Matched,Within tolerance
PO100121,V0023,Gonzales and Sons,2025-06-21,Partially Received,6750.35,USD,2,6850.44,100.09,1.48,"INV200147, INV200148",Received,Matched,Within tolerance
PO100255,V0010,Reyes Llc,2024-12-17,Closed,10034.13,USD,1,10182.44,148.31,1.48,INV200331,Received,Matched,Within tolerance
PO100028,V0016,Walton-Franklin,2024-11-07,Cancelled,32089.15,USD,2,32559.58,470.43,1.47,"INV200032, INV200033",NO GOODS RECEIPT,Matched,Within tolerance
PO100085,V0039,"Jones, Lee and Jefferson",2025-03-31,Open,8495.04,CAD,3,8620.17,125.13,1.47,"INV200096, INV200097, INV200098",NO GOODS RECEIPT,Matched,Within tolerance
PO100295,V0018,"Brennan, Lewis and Reilly",2024-11-21,Open,1906.06,USD,3,1934.09,28.03,1.47,"INV200386, INV200387, INV200388",Received,Matched,Within tolerance
PO100087,V0017,Frost-Yu,2025-06-13,Closed,2884.77,USD,2,2926.63,41.86,1.45,"INV200100, INV200101",Received,Matched,Within tolerance
PO100090,V0004,Arroyo Ltd,2024-12-27,Partially Received,62078.83,GBP,2,61177.40,-901.43,-1.45,"INV200105, INV200106",Received,Matched,Within tolerance
PO100215,V0038,Ray Inc,2024-12-05,Closed,15372.70,USD,3,15150.04,-222.66,-1.45,"INV200274, INV200275, INV200276",Received,Matched,Within tolerance
PO100350,V0021,"Esparza, Arnold and Mercer",2025-11-30,Closed,16990.56,USD,1,17237.27,246.71,1.45,INV200455,Received,Matched,Within tolerance
PO100343,V0035,Baker Llc,2026-06-28,Partially Received,10151.19,GBP,1,10005.14,-146.05,-1.44,INV200445,Received,Matched,Within tolerance
PO100439,V0038,Ray Inc,2025-11-15,Cancelled,10747.18,USD,2,10592.60,-154.58,-1.44,"INV200583, INV200584",Received,Matched,Within tolerance
PO100177,V0041,Villarreal-Avila,2026-05-03,Closed,11936.94,USD,2,12105.55,168.61,1.41,"INV200222, INV200223",Received,Matched,Within tolerance
PO100033,V0042,"Woodard, Harrell and Bell",2026-03-15,Open,81562.10,USD,1,82700.03,1137.93,1.40,INV200041,Received,Matched,Within tolerance
PO100318,V0017,Frost-Yu,2026-01-30,Closed,3697.49,USD,1,3749.43,51.94,1.40,INV200408,Received,Matched,Within tolerance
PO100409,V0031,Phillips-Henry,2026-03-16,Closed,64505.89,USD,1,65397.74,891.85,1.38,INV200538,Received,Matched,Within tolerance
PO100052,V0040,Martinez-Mcmahon,2024-12-09,Closed,547.97,USD,1,555.49,7.52,1.37,INV200058,Received,Matched,Within tolerance
PO100192,V0031,Phillips-Henry,2025-11-29,Closed,23395.48,USD,3,23716.98,321.50,1.37,"INV200243, INV200244, INV200245",Received,Matched,Within tolerance
PO100458,V0009,Arias LLC,2025-03-22,Closed,2442.64,USD,1,2409.48,-33.16,-1.36,INV200606,Received,Matched,Within tolerance
PO100155,V0011,"Woods, Johnson and Malone",2025-03-10,Cancelled,8159.70,GBP,1,8049.16,-110.54,-1.35,INV200191,NO GOODS RECEIPT,Matched,Within tolerance
PO100258,V0042,"Woodard, Harrell and Bell",2025-09-12,Open,25035.67,USD,2,25374.06,338.39,1.35,"INV200335, INV200336",Received,Matched,Within tolerance
PO100403,V0022,Gallagher-Mason,2026-04-27,Cancelled,2490.92,USD,1,2524.64,33.72,1.35,INV200531,Received,Matched,Within tolerance
PO100455,V0048,"Williams, Hodges And Lee",2025-11-10,Partially Received,17048.36,USD,1,17278.07,229.71,1.35,INV200604,Received,Matched,Within tolerance
PO100039,V0009,Arias LLC,2025-07-01,Closed,24591.42,USD,1,24261.50,-329.92,-1.34,INV200050,Received,Matched,Within tolerance
PO100434,V0040,Martinez-Mcmahon,2026-04-12,Closed,537.82,USD,3,545.05,7.23,1.34,"INV200573, INV200574, INV200575",Received,Matched,Within tolerance
PO100025,V0038,Ray Inc,2026-06-17,Closed,13623.08,USD,1,13442.38,-180.70,-1.33,INV200031,Received,Matched,Within tolerance
PO100330,V0032,Klein and Sons,2025-09-15,Closed,4468.37,USD,2,4527.42,59.05,1.32,"INV200422, INV200423",Received,Matched,Within tolerance
PO100125,V0025,Medina LLC,2025-10-26,Partially Received,5269.39,GBP,2,5338.40,69.01,1.31,"INV200153, INV200154",Received,Matched,Within tolerance
PO100022,V0008,"Winters, Campbell and Carr",2026-04-07,Closed,530.28,EUR,2,537.19,6.91,1.30,"INV200027, INV200028",Received,Matched,Within tolerance
PO100128,V0021,"Esparza, Arnold and Mercer",2026-02-27,Partially Received,23099.36,USD,1,22801.32,-298.04,-1.29,INV200157,Received,Matched,Within tolerance
PO100184,V0030,Wallace-Rodriguez,2026-04-16,Closed,50897.36,USD,3,50240.82,-656.54,-1.29,"INV200230, INV200231, INV200232",Received,Matched,Within tolerance
PO100384,V0002,"Arnold, Mitchell and Jones",2025-01-09,Partially Received,664.94,USD,1,673.48,8.54,1.28,INV200506,Received,Matched,Within tolerance
PO100404,V0030,Wallace-Rodriguez,2025-04-12,Closed,6187.39,USD,1,6266.29,78.90,1.28,INV200532,Received,Matched,Within tolerance
PO100464,V0022,Gallagher-Mason,2025-10-09,Open,29340.30,USD,1,28963.95,-376.35,-1.28,INV200614,NO GOODS RECEIPT,Matched,Within tolerance
PO100117,V0012,"Wagner, Willis and Alexander",2026-06-16,Closed,3964.95,USD,1,3914.73,-50.22,-1.27,INV200143,Received,Matched,Within tolerance
PO100417,V0041,Villarreal-Avila,2025-04-15,Partially Received,71064.99,USD,2,70163.29,-901.70,-1.27,"INV200549, INV200550",Received,Matched,Within tolerance
PO100451,V0018,"Brennan, Lewis and Reilly",2025-07-26,Closed,3741.61,USD,3,3789.19,47.58,1.27,"INV200600, INV200601, INV200602",Received,Matched,Within tolerance
PO100433,V0022,Gallagher-Mason,2024-11-25,Closed,3187.76,USD,2,3227.86,40.10,1.26,"INV200571, INV200572",Received,Matched,Within tolerance
PO100068,V0042,"Woodard, Harrell and Bell",2025-03-08,Closed,29489.50,USD,1,29857.91,368.41,1.25,INV200077,Received,Matched,Within tolerance
PO100472,V0047,"Sutton, Parker and Scott",2025-10-05,Partially Received,714.73,USD,1,705.82,-8.91,-1.25,INV200627,Received,Matched,Within tolerance
PO100193,V0027,Smith-Rose,2024-10-29,Closed,28131.59,USD,2,27783.19,-348.40,-1.24,"INV200246, INV200247",Received,Matched,Within tolerance
PO100314,V0027,Smith-Rose,2025-12-13,Closed,4203.85,USD,3,4255.50,51.65,1.23,"INV200400, INV200401, INV200402",Received,Matched,Within tolerance
PO100197,V0040,Martinez-Mcmahon,2025-05-05,Closed,829.59,USD,1,839.67,10.08,1.22,INV200251,Received,Matched,Within tolerance
PO100231,V0004,Arroyo Ltd,2025-07-07,Partially Received,11845.85,GBP,1,11701.58,-144.27,-1.22,INV200301,Received,Matched,Within tolerance
PO100199,V0048,"Williams, Hodges And Lee",2025-12-01,Closed,16526.02,USD,1,16326.03,-199.99,-1.21,INV200254,Received,Matched,Within tolerance
PO100275,V0030,Wallace-Rodriguez,2025-09-29,Closed,45060.14,USD,2,45604.01,543.87,1.21,"INV200358, INV200359",Received,Matched,Within tolerance
PO100411,V0032,Klein and Sons,2024-09-01,Closed,5644.76,USD,1,5576.20,-68.56,-1.21,INV200540,Received,Matched,Within tolerance
PO100138,V0048,"Williams, Hodges And Lee",2025-01-03,Partially Received,52751.80,USD,2,53386.77,634.97,1.20,"INV200169, INV200170",Received,Matched,Within tolerance
PO100446,V0042,"Woodard, Harrell and Bell",2026-04-27,Closed,61499.24,USD,1,60763.98,-735.26,-1.20,INV200593,Received,Matched,Within tolerance
PO100079,V0031,Phillips-Henry,2025-11-22,Closed,112482.74,USD,1,113824.02,1341.28,1.19,INV200089,Received,Matched,Within tolerance
PO100359,V0038,Ray Inc,2024-12-06,Open,3625.40,USD,1,3582.23,-43.17,-1.19,INV200468,Received,Matched,Within tolerance
PO100167,V0023,Gonzales and Sons,2025-04-08,Partially Received,5380.77,USD,1,5444.24,63.47,1.18,INV200208,Received,Matched,Within tolerance
PO100344,V0027,Smith-Rose,2026-02-03,Closed,25973.72,USD,1,26279.06,305.34,1.18,INV200446,Received,Matched,Within tolerance
PO100443,V0025,Medina LLC,2024-09-12,Closed,4827.60,GBP,2,4770.45,-57.15,-1.18,"INV200589, INV200590",Received,Matched,Within tolerance
PO100310,V0041,Villarreal-Avila,2026-02-25,Closed,40435.96,USD,1,40907.60,471.64,1.17,INV200398,Received,Matched,Within tolerance
PO100257,V0027,Smith-Rose,2025-06-18,Partially Received,10374.34,USD,3,10253.59,-120.75,-1.16,"INV200332, INV200333, INV200334",Received,Matched,Within tolerance
PO100362,V0030,Wallace-Rodriguez,2025-01-31,Open,14350.18,USD,1,14183.64,-166.54,-1.16,INV200473,NO GOODS RECEIPT,Matched,Within tolerance
PO100145,V0022,Gallagher-Mason,2025-04-10,Partially Received,2062.41,USD,1,2038.65,-23.76,-1.15,INV200180,Received,Matched,Within tolerance
PO100281,V0040,Martinez-Mcmahon,2025-09-14,Closed,653.49,USD,1,661.00,7.51,1.15,INV200366,Received,Matched,Within tolerance
PO100377,V0027,Smith-Rose,2024-11-29,Closed,33547.61,USD,2,33160.14,-387.47,-1.15,"INV200497, INV200498",Received,Matched,Within tolerance
PO100002,V0025,Medina LLC,2026-01-14,Cancelled,5327.57,GBP,1,5267.84,-59.73,-1.12,INV200003,Received,Matched,Within tolerance
PO100402,V0002,"Arnold, Mitchell and Jones",2025-08-19,Partially Received,4250.65,USD,1,4298.27,47.62,1.12,INV200530,Received,Matched,Within tolerance
PO100463,V0017,Frost-Yu,2025-11-12,Closed,9265.84,USD,1,9162.51,-103.33,-1.12,INV200613,Received,Matched,Within tolerance
PO100069,V0044,Munoz PLC,2026-01-05,Open,14140.84,CAD,1,14298.27,157.43,1.11,INV200078,Received,Matched,Within tolerance
PO100315,V0048,"Williams, Hodges And Lee",2026-02-14,Closed,64584.11,USD,3,65285.14,701.03,1.09,"INV200403, INV200404, INV200405",Received,Matched,Within tolerance
PO100153,V0009,Arias LLC,2025-08-27,Partially Received,2936.42,USD,1,2904.58,-31.84,-1.08,INV200188,Received,Matched,Within tolerance
PO100390,V0005,"Bonilla, Jefferson and Brown",2025-01-06,Open,805.02,USD,1,813.72,8.70,1.08,INV200513,Received,Matched,Within tolerance
PO100276,V0009,Arias LLC,2025-12-13,Partially Received,2767.31,USD,1,2737.64,-29.67,-1.07,INV200360,Received,Matched,Within tolerance
PO100308,V0021,"Esparza, Arnold and Mercer",2024-09-18,Open,12703.95,USD,1,12839.77,135.82,1.07,INV200397,Received,Matched,Within tolerance
PO100348,V0048,"Williams, Hodges And Lee",2025-11-02,Open,100560.77,USD,1,99497.59,-1063.18,-1.06,INV200452,Received,Matched,Within tolerance
PO100421,V0009,Arias LLC,2025-07-05,Closed,11634.67,USD,1,11757.50,122.83,1.06,INV200553,Received,Matched,Within tolerance
PO100237,V0034,"Moran, Cortez and Martin",2025-12-19,Closed,2312.13,EUR,1,2287.79,-24.34,-1.05,INV200308,Received,Matched,Within tolerance
PO100461,V0009,Arias LLC,2024-10-23,Closed,4681.68,USD,3,4632.51,-49.17,-1.05,"INV200609, INV200610, INV200611",Received,Matched,Within tolerance
PO100354,V0004,Arroyo Ltd,2026-05-12,Closed,21628.93,GBP,2,21406.07,-222.86,-1.03,"INV200461, INV200462",Received,Matched,Within tolerance
PO100460,V0002,"Arnold, Mitchell and Jones",2026-06-27,Closed,2843.09,USD,1,2872.13,29.04,1.02,INV200608,Received,Matched,Within tolerance
PO100252,V0025,Medina LLC,2025-01-09,Closed,8308.33,GBP,1,8224.55,-83.78,-1.01,INV200327,Received,Matched,Within tolerance
PO100166,V0027,Smith-Rose,2026-05-02,Partially Received,2208.60,USD,1,2186.43,-22.17,-1.00,INV200207,Received,Matched,Within tolerance
PO100205,V0029,Herman LLC,2024-10-04,Closed,6353.60,USD,2,6290.79,-62.81,-0.99,"INV200260, INV200261",Received,Matched,Within tolerance
PO100414,V0021,"Esparza, Arnold and Mercer",2026-04-14,Open,17272.70,USD,2,17102.00,-170.70,-0.99,"INV200544, INV200545",Received,Matched,Within tolerance
PO100186,V0002,"Arnold, Mitchell and Jones",2024-11-04,Closed,8558.28,USD,2,8642.15,83.87,0.98,"INV200234, INV200235",Received,Matched,Within tolerance
PO100328,V0017,Frost-Yu,2026-04-05,Open,2028.22,USD,1,2048.17,19.95,0.98,INV200419,NO GOODS RECEIPT,Matched,Within tolerance
PO100445,V0048,"Williams, Hodges And Lee",2025-03-23,Closed,22544.90,USD,2,22762.78,217.88,0.97,"INV200591, INV200592",Received,Matched,Within tolerance
PO100466,V0027,Smith-Rose,2025-12-17,Partially Received,3992.02,USD,2,4030.87,38.85,0.97,"INV200618, INV200619",Received,Matched,Within tolerance
PO100331,V0034,"Moran, Cortez and Martin",2025-02-14,Partially Received,673.33,EUR,1,679.71,6.38,0.95,INV200424,Received,Matched,Within tolerance
PO100091,V0032,Klein and Sons,2025-11-15,Closed,6023.51,USD,1,5966.94,-56.57,-0.94,INV200107,Received,Matched,Within tolerance
PO100101,V0045,Wolfe-Macdonald,2025-05-09,Partially Received,20257.55,USD,3,20067.94,-189.61,-0.94,"INV200120, INV200121, INV200122",Received,Matched,Within tolerance
PO100389,V0007,"Taylor, Johnson And Morgan",2025-12-03,Partially Received,10563.31,USD,1,10660.76,97.45,0.92,INV200512,Received,Matched,Within tolerance
PO100242,V0038,Ray Inc,2025-08-10,Closed,3221.67,USD,2,3250.90,29.23,0.91,"INV200315, INV200316",Received,Matched,Within tolerance
PO100320,V0049,"Gallagher, Taylor and Perry",2024-09-04,Open,2157.25,USD,1,2176.92,19.67,0.91,INV200410,Received,Matched,Within tolerance
PO100336,V0029,Herman LLC,2024-11-23,Closed,7599.55,USD,3,7530.62,-68.93,-0.91,"INV200430, INV200431, INV200432",Received,Matched,Within tolerance
PO100412,V0009,Arias LLC,2024-10-11,Closed,10501.77,USD,3,10406.01,-95.76,-0.91,"INV200541, INV200542, INV200543",Received,Matched,Within tolerance
PO100219,V0027,Smith-Rose,2025-02-10,Open,3375.82,USD,1,3406.23,30.41,0.90,INV200282,Received,Matched,Within tolerance
PO100322,V0012,"Wagner, Willis and Alexander",2024-09-25,Partially Received,1228.66,USD,2,1217.56,-11.10,-0.90,"INV200412, INV200413",Received,Matched,Within tolerance
PO100149,V0031,Phillips-Henry,2024-12-01,Closed,45090.26,USD,1,44690.67,-399.59,-0.89,INV200183,Received,Matched,Within tolerance
PO100302,V0017,Frost-Yu,2025-12-09,Closed,3175.61,USD,1,3147.33,-28.28,-0.89,INV200393,Received,Matched,Within tolerance
PO100326,V0001,Johnson Ltd,2025-08-03,Closed,59317.07,USD,3,59844.95,527.88,0.89,"INV200414, INV200415, INV200416",Received,Matched,Within tolerance
PO100016,V0038,Ray Inc,2026-06-17,Closed,14000.49,USD,1,14124.11,123.62,0.88,INV200020,Received,Matched,Within tolerance
PO100175,V0009,Arias LLC,2025-09-11,Closed,3311.67,USD,1,3283.35,-28.32,-0.86,INV200219,Received,Matched,Within tolerance
PO100019,V0017,Frost-Yu,2026-03-15,Closed,5616.98,USD,1,5570.42,-46.56,-0.83,INV200024,Received,Matched,Within tolerance
PO100270,V0040,Martinez-Mcmahon,2025-10-06,Closed,3041.98,USD,3,3067.11,25.13,0.83,"INV200353, INV200354, INV200355",Received,Matched,Within tolerance
PO100055,V0043,"Morrow, Miller And Brooks",2024-11-03,Cancelled,30361.26,USD,1,30610.88,249.62,0.82,INV200062,Received,Matched,Within tolerance
PO100427,V0042,"Woodard, Harrell and Bell",2024-10-12,Closed,37086.74,USD,1,37390.66,303.92,0.82,INV200561,Received,Matched,Within tolerance
PO100134,V0031,Phillips-Henry,2025-08-21,Closed,17474.98,USD,1,17617.10,142.12,0.81,INV200164,Received,Matched,Within tolerance
PO100064,V0009,Arias LLC,2025-05-21,Open,3792.55,USD,1,3822.36,29.81,0.79,INV200072,Received,Matched,Within tolerance
PO100300,V0046,"Roth, Johnson And Glover",2025-06-14,Closed,3364.86,USD,1,3391.58,26.72,0.79,INV200392,Received,Matched,Within tolerance
PO100080,V0017,Frost-Yu,2025-03-27,Closed,3108.55,USD,3,3084.80,-23.75,-0.76,"INV200090, INV200091, INV200092",Received,Matched,Within tolerance
PO100088,V0042,"Woodard, Harrell and Bell",2024-09-28,Closed,18109.80,USD,1,18248.23,138.43,0.76,INV200102,Received,Matched,Within tolerance
PO100096,V0032,Klein and Sons,2026-06-04,Open,6802.49,USD,1,6751.14,-51.35,-0.75,INV200113,Received,Matched,Within tolerance
PO100060,V0050,Sims Ltd,2025-08-21,Closed,9721.10,USD,3,9792.91,71.81,0.74,"INV200068, INV200069, INV200070",Received,Matched,Within tolerance
PO100243,V0040,Martinez-Mcmahon,2026-06-16,Closed,2391.78,USD,2,2409.20,17.42,0.73,"INV200317, INV200318",Received,Matched,Within tolerance
PO100024,V0038,Ray Inc,2025-02-07,Closed,7057.86,USD,1,7007.98,-49.88,-0.71,INV200030,Received,Matched,Within tolerance
PO100003,V0021,"Esparza, Arnold and Mercer",2024-12-10,Partially Received,6897.35,USD,1,6849.11,-48.24,-0.70,INV200004,Received,Matched,Within tolerance
PO100023,V0009,Arias LLC,2025-04-05,Closed,11745.01,USD,1,11662.67,-82.34,-0.70,INV200029,Received,Matched,Within tolerance
PO100424,V0028,"Ramirez, Lynch and Hogan",2025-06-27,Partially Received,9048.98,USD,1,9111.96,62.98,0.70,INV200556,Received,Matched,Within tolerance
PO100465,V0027,Smith-Rose,2025-04-17,Closed,8928.00,USD,3,8866.65,-61.35,-0.69,"INV200615, INV200616, INV200617",Received,Matched,Within tolerance
PO100400,V0029,Herman LLC,2024-12-01,Closed,12841.51,USD,2,12754.59,-86.92,-0.68,"INV200525, INV200526",Received,Matched,Within tolerance
PO100124,V0024,Ramos-Hall,2025-10-05,Closed,11161.51,USD,2,11236.12,74.61,0.67,"INV200151, INV200152",Received,Matched,Within tolerance
PO100238,V0049,"Gallagher, Taylor and Perry",2026-03-06,Closed,9349.82,USD,1,9411.69,61.87,0.66,INV200309,Received,Matched,Within tolerance
PO100329,V0017,Frost-Yu,2025-04-22,Cancelled,12647.80,USD,2,12564.19,-83.61,-0.66,"INV200420, INV200421",Received,Matched,Within tolerance
PO100009,V0031,Phillips-Henry,2025-08-10,Closed,13538.68,USD,1,13451.28,-87.40,-0.65,INV200010,Received,Matched,Within tolerance
PO100147,V0042,"Woodard, Harrell and Bell",2024-10-18,Closed,29433.95,USD,2,29244.08,-189.87,-0.65,"INV200181, INV200182",Received,Matched,Within tolerance
PO100267,V0048,"Williams, Hodges And Lee",2025-10-18,Closed,23084.29,USD,3,23233.60,149.31,0.65,"INV200348, INV200349, INV200350",Received,Matched,Within tolerance
PO100165,V0040,Martinez-Mcmahon,2025-12-08,Partially Received,2174.38,USD,1,2160.55,-13.83,-0.64,INV200206,Received,Matched,Within tolerance
PO100221,V0004,Arroyo Ltd,2026-02-09,Closed,38181.29,GBP,3,37937.01,-244.28,-0.64,"INV200284, INV200285, INV200286",Received,Matched,Within tolerance
PO100374,V0012,"Wagner, Willis and Alexander",2026-01-23,Open,2194.10,USD,1,2180.16,-13.94,-0.64,INV200493,Received,Matched,Within tolerance
PO100104,V0038,Ray Inc,2025-09-09,Closed,7200.47,USD,1,7155.31,-45.16,-0.63,INV200125,Received,Matched,Within tolerance
PO100211,V0040,Martinez-Mcmahon,2026-02-13,Closed,1215.09,USD,1,1207.49,-7.60,-0.63,INV200269,Received,Matched,Within tolerance
PO100289,V0042,"Woodard, Harrell and Bell",2024-12-21,Closed,8896.97,USD,1,8841.21,-55.76,-0.63,INV200377,Received,Matched,Within tolerance
PO100151,V0009,Arias LLC,2025-03-23,Open,10221.18,USD,2,10158.26,-62.92,-0.62,"INV200185, INV200186",NO GOODS RECEIPT,Matched,Within tolerance
PO100356,V0031,Phillips-Henry,2024-12-24,Open,48685.04,USD,1,48985.41,300.37,0.62,INV200464,Received,Matched,Within tolerance
PO100202,V0002,"Arnold, Mitchell and Jones",2025-04-12,Closed,724.90,USD,1,729.31,4.41,0.61,INV200257,Received,Matched,Within tolerance
PO100319,V0049,"Gallagher, Taylor and Perry",2026-01-15,Open,8316.41,USD,1,8366.77,50.36,0.61,INV200409,Received,Matched,Within tolerance
PO100053,V0008,"Winters, Campbell and Carr",2025-10-30,Closed,412.99,EUR,1,415.45,2.46,0.60,INV200059,Received,Matched,Within tolerance
PO100340,V0017,Frost-Yu,2025-07-31,Closed,5353.61,USD,1,5385.63,32.02,0.60,INV200438,Received,Matched,Within tolerance
PO100406,V0042,"Woodard, Harrell and Bell",2025-07-31,Open,33718.82,USD,1,33922.16,203.34,0.60,INV200534,Received,Matched,Within tolerance
PO100410,V0029,Herman LLC,2025-06-03,Open,10037.15,USD,1,10097.41,60.26,0.60,INV200539,Received,Matched,Within tolerance
PO100272,V0040,Martinez-Mcmahon,2024-10-13,Open,1019.49,USD,1,1025.54,6.05,0.59,INV200356,Received,Matched,Within tolerance
PO100352,V0016,Walton-Franklin,2025-06-21,Closed,12132.06,USD,2,12061.06,-71.00,-0.59,"INV200458, INV200459",Received,Matched,Within tolerance
PO100135,V0007,"Taylor, Johnson And Morgan",2025-02-07,Open,12368.91,USD,2,12296.57,-72.34,-0.58,"INV200165, INV200166",NO GOODS RECEIPT,Matched,Within tolerance
PO100244,V0031,Phillips-Henry,2025-06-02,Closed,7508.94,USD,1,7465.58,-43.36,-0.58,INV200319,Received,Matched,Within tolerance
PO100189,V0048,"Williams, Hodges And Lee",2026-03-08,Closed,7188.70,USD,1,7148.40,-40.30,-0.56,INV200238,Received,Matched,Within tolerance
PO100232,V0013,"Alvarado, Davis and Gray",2025-04-12,Partially Received,54879.56,USD,3,54571.41,-308.15,-0.56,"INV200302, INV200303, INV200304",Received,Matched,Within tolerance
PO100057,V0009,Arias LLC,2025-12-03,Cancelled,3996.08,USD,2,3974.03,-22.05,-0.55,"INV200064, INV200065",NO GOODS RECEIPT,Matched,Within tolerance
PO100373,V0023,Gonzales and Sons,2025-01-23,Closed,38982.18,USD,1,39195.42,213.24,0.55,INV200492,Received,Matched,Within tolerance
PO100394,V0007,"Taylor, Johnson And Morgan",2026-06-29,Closed,2462.08,USD,1,2448.46,-13.62,-0.55,INV200518,Received,Matched,Within tolerance
PO100423,V0007,"Taylor, Johnson And Morgan",2025-02-21,Closed,2898.71,USD,1,2914.77,16.06,0.55,INV200555,Received,Matched,Within tolerance
PO100262,V0009,Arias LLC,2025-10-14,Open,5964.16,USD,2,5932.44,-31.72,-0.53,"INV200341, INV200342",Received,Matched,Within tolerance
PO100266,V0017,Frost-Yu,2025-04-05,Closed,6808.20,USD,1,6844.47,36.27,0.53,INV200347,Received,Matched,Within tolerance
PO100042,V0040,Martinez-Mcmahon,2025-11-27,Closed,2586.33,USD,1,2573.29,-13.04,-0.50,INV200051,Received,Matched,Within tolerance
PO100035,V0032,Klein and Sons,2025-07-28,Closed,2641.79,USD,1,2654.63,12.84,0.49,INV200043,Received,Matched,Within tolerance
PO100084,V0040,Martinez-Mcmahon,2025-11-15,Open,1369.36,USD,1,1362.63,-6.73,-0.49,INV200095,NO GOODS RECEIPT,Matched,Within tolerance
PO100307,V0026,Campbell Ltd,2025-01-22,Closed,17001.13,USD,1,16918.12,-83.01,-0.49,INV200396,Received,Matched,Within tolerance
PO100355,V0018,"Brennan, Lewis and Reilly",2025-10-23,Partially Received,2023.65,USD,1,2013.71,-9.94,-0.49,INV200463,Received,Matched,Within tolerance
PO100188,V0025,Medina LLC,2024-12-07,Closed,12550.87,GBP,1,12490.10,-60.77,-0.48,INV200237,Received,Matched,Within tolerance
PO100298,V0031,Phillips-Henry,2025-03-24,Open,24885.94,USD,1,25005.28,119.34,0.48,INV200391,Received,Matched,Within tolerance
PO100115,V0031,Phillips-Henry,2025-07-13,Closed,41671.97,USD,2,41476.98,-194.99,-0.47,"INV200140, INV200141",Received,Matched,Within tolerance
PO100133,V0002,"Arnold, Mitchell and Jones",2026-06-02,Open,2501.01,USD,1,2512.55,11.54,0.46,INV200163,NO GOODS RECEIPT,Matched,Within tolerance
PO100162,V0035,Baker Llc,2025-01-23,Closed,7336.28,GBP,2,7369.49,33.21,0.45,"INV200199, INV200200",Received,Matched,Within tolerance
PO100174,V0031,Phillips-Henry,2024-10-04,Partially Received,9678.07,USD,1,9634.76,-43.31,-0.45,INV200218,Received,Matched,Within tolerance
PO100006,V0050,Sims Ltd,2025-05-28,Closed,14076.82,USD,1,14014.38,-62.44,-0.44,INV200007,Received,Matched,Within tolerance
PO100425,V0016,Walton-Franklin,2025-05-26,Closed,47134.61,USD,3,47341.12,206.51,0.44,"INV200557, INV200558, INV200559",Received,Matched,Within tolerance
PO100143,V0027,Smith-Rose,2026-01-23,Closed,2311.04,USD,3,2321.04,10.00,0.43,"INV200176, INV200177, INV200178",Received,Matched,Within tolerance
PO100195,V0008,"Winters, Campbell and Carr",2025-03-25,Closed,265.17,EUR,1,264.03,-1.14,-0.43,INV200249,Received,Matched,Within tolerance
PO100431,V0020,Wood Inc,2025-06-11,Closed,48295.50,USD,3,48087.91,-207.59,-0.43,"INV200565, INV200566, INV200567",Received,Matched,Within tolerance
